id,position,name,score,ratings,category,price_range,lat,lng,address,city,state,zip_code
34906,125,Bean Sprout Chinese Restaurant,4.7,44,"Sushi, Chinese, Asian, Family Meals",$,29.5220433,-98.4937175,25 NE Interstate 410 Loop, San Antonio, TX,78216
34907,124,Kim Wah Chinese BBQ,4.8,81,"Chinese, Asian, Noodles",,29.501032,-98.62573,7080 Bandera Road, San Antonio, TX,78238
34908,123,Thai Chili Express,4.7,200,"Thai, Asian, Noodles",$,29.57684,-98.44113,2950 Thousand Oaks Dr, San Antonio, TX,78247
34909,122,Zaatar Lebanese Grill,4.7,159,"Mediterranean, Greek, Vegetarian, Healthy",$,29.529216,-98.56452,9323 Wurzbach Rd, San Antonio, TX,78240
34910,120,Pick Up Stix (11911 Crosswinds Way),,,"Asian, Chinese, Noodles, Rice Dishes",$,29.54784,-98.37637,11911 Crosswinds Way, San Antonio, TX,78233
34912,118,Sizzling Wok,4.4,129,"Chinese, Asian, Asian Fusion",$,29.60183,-98.46861,17700 San Pedro Ave, San Antonio, TX,78232
34913,117,Thousand Oaks Cafe IV,4.6,49,"Mexican, Latin American, New Mexican, Breakfast and Brunch, Chicken, Asado, Steak, Soup, Burritos, Tacos, Tex Mex, American",$,29.55086,-98.40861,4334 Thousand Oaks Dr, San Antonio, TX,78217
34914,116,Pompeii Italian Grill,4.5,29,"Italian, Pasta, Comfort Food",$$,29.58735,-98.36082,16109 Nacogdoches Rd, San Antonio, TX,78247
34915,115,Myunggawon,,,"Korean, Asian, BBQ",$$,29.48395,-98.40752,4404 Rittiman Road, San Antonio, TX,78218
34916,114,Hon Machi Korean BBQ,,,"Asian, Bento, Sushi",,29.51959,-98.50607,842 Northwest Loop 410 #107, San Antonio, TX,78216
34917,112,El Tipico,4.3,29,Mexican,$,29.3978341,-98.3946888,4930 Rigsby Ave, San Antonio, TX,78222
34918,111,Zorba's Greek Restaurant,4.6,25,"Greek, Mediterranean",$,29.5309556,-98.5219387,2110 NW Military Hwy, San Antonio, TX,78213
34919,108,Thai Lucky Sushi Bar &amp; Restaurant (Navarro St),4.4,153,"Asian, Asian Fusion, Sushi, Thai, Rice Dishes, Soup, Rice &amp; Curry",,29.42128,-98.49045,102 Navarro Street, San Antonio, TX,78205
34920,106,La Milanesa Restaurant and Grill,,,"Argentinian, South American, Salads, Pasta, Healthy",$,29.5286446,-98.4344927,3261 Nacogdoches Rd 101, San Antonio, TX,78217
34921,104,Dosa City ,4.6,105,"Indian, Biryani, Asian",,29.53328,-98.57704,9903 Fredericksburg Road, San Antonio, TX,78240
34922,103,Costa Pacifica,4.3,65,"Seafood, Mexican, Tex Mex",$$,29.6071722,-98.5012786,434 North Loop 1604 W, San Antonio, TX,78232
34924,100,Mama Adam Foods,,,"Black-owned, Mediterranean, Sandwiches, Salads",,29.42517,-98.49461,4030 medical Dr, San Antonio, TX,78229
34925,99,Cappalletti's Italian Food and Pizza on Bitters,4.1,32,"Italian, Pizza, Pasta, Exclusive to Eats, Salads, Sandwiches",$,29.5661458,-98.4861962,226 W Bitters Rd, San Antonio, TX,78216
34926,98,Green Vegetarian Cuisine (Alamo Quarry),4.8,95,"Vegetarian, Healthy, Salads",$,29.49714489,-98.48174941,255 East Basse rd, San Antonio, TX,78216
34928,95,Milano Italian Grill,4.6,62,"Italian, Family Meals, Salads",$$,29.6291116,-98.4957221,19239 Stone Oak Pkwy, San Antonio, TX,78258
34930,87,Pockets Billiards Wings &amp; Beer,,,"Burgers, American, Sandwiches, Wings",,29.48082,-98.6072,5819 Northwest Loop 410, San Antonio, TX,78238
34931,81,Po Po Trattoria Pizzeria,4.5,59,"Italian, Pizza, Pasta",$$,29.6151262,-98.4931722,18866 Stone Oak Parkway, San Antonio, TX,78258
34933,79,Hook &amp; Reel (4987 Northwest Loop 410),4.8,57,"Seafood, American, Southern",$,29.4883,-98.58549,4987 Northwest Loop 410, San Antonio, TX,78229
34934,75,Chef Joe Asian Cuisine,,,"Chinese, Asian, Asian Fusion",$$,29.5094,-98.38198,5456 Walzem Road, San Antonio, TX,78218
34935,73,Cocina El Jibarazo,4.7,98,Puerto Rican,$,29.4986579,-98.4231746,1790 Austin Hwy, San Antonio, TX,78218
34936,70,Lee's Kitchen (Perrin Beitel Rd),4.6,95,"Chinese, Asian, Asian Fusion",$,29.536453,-98.410965,10606 Perrin Beitel Rd, San Antonio, TX,78217
34939,67,Third Coast Wings And Daiquiris,3.7,10,"Wings, American, Burgers, Comfort Food",,29.42499,-98.42375,3710 East Commerce Street, San Antonio, TX,78219
34940,65,Panda Express (5738 Walzem Rd),4.6,137,"Asian, Chinese, Family Meals",$,29.5096807,-98.3722046,5738 Walzem Rd, San Antonio, TX,78218
34941,64,Hootie's Bait &amp; Tackle (13131 San Pedro),4.3,37,"American, Barfood, Wings, Seafood, Fish and Chips, Desserts, Fast Food, Bar Food, Sandwich",$$,29.5616,-98.4842,13131 San Pedro, San Antonio, TX,78216
34942,59,Myung Ga Won,4.6,81,"Korean, Asian, Asian Fusion",,29.48374,-98.40746,4400 Rittiman Rd, San Antonio, TX,78218
34943,57,India Palace (San Antonio),4.7,179,"Indian, Family Meals",$,29.5198752,-98.5715412,8474 Fredericksburg Rd, San Antonio, TX,78229
34944,56,QUARRY HOFBRAU &amp; BEER GARDEN,,,"Mexican, Sandwich",$$,29.4975723,-98.479523,7310 Jones Maltsberger Rd, San Antonio, TX,78209
34946,50,Fratello's Italian Market &amp; Deli,4.6,83,"Pizza, Pasta, Breakfast and Brunch",$,29.4497596,-98.4747052,2503 Broadway St, San Antonio, TX,78215
34947,47,The Hayden,4.7,33,"American, Deli, Cafe",,29.46306,-98.46561,4025 Broadway Street, San Antonio, TX,78209
34948,44,India oven,4.7,200,Indian,$$,29.5454477,-98.5122181,1031 Patricia, San Antonio, TX,78213
34949,43,Hoffman’s Steak House,4.2,29,"Steakhouse, American",$$,29.3978938,-98.3942506,4946 Rigsby Ave, San Antonio, TX,78222
34950,37,Saltgrass (16910 US281 North),4.5,129,"Seafood, American, Southern, Healthy, Desserts, Alcohol",$$,29.5957524,-98.4713932,16910 US281 North, San Antonio, TX,78232
34951,32,China Stix,4.8,10,Chinese,$$,29.64619,-98.4244,22100 Bulverde Rd, San Antonio, TX,78259
34952,33,"Bed Bath &amp; Beyond (522 Northwest Loop,410 Suite 103)",,,"Retail, Gift Store, Beauty Supply",$,29.5183837,-98.50137051,522 Northwest Loop410, San Antonio, TX,78216
34954,28,Chopstix Cafe,4.7,81,"Chinese, Asian, Chicken",,29.6427872,-98.4908477,19903 Stone Oak Parkway, San Antonio, TX,78258
34955,27,Joe's Crab Shack (212 College St),4.4,19,"Seafood, American, Southern, Healthy, Desserts",$$,29.4257102,-98.4892373,212 College St, San Antonio, TX,78205
34956,25,Caracheos (3033 MacArthu),,,"Mexican, Latin American, New Mexican",$$,29.5268745,-98.4394792,3033 MacArthur View, San Antonio, TX,78217
34957,24,China Rose SW Military Drive,4.5,109,"Chinese, Asian, Asian-owned, Noodles, Rice Dishes",$,29.35766,-98.535223,2535 SW Military Dr, San Antonio, TX,78211
34958,22,San Antonio Burger Co.,4.2,22,"American, Burgers, Sandwich, Salads, Wings, Comfort Food, Hot Dog",$,29.5188585,-98.572785,8440 Fredericksburg Rd, San Antonio, TX,78229
34959,20,Los Cabos Wwwhite,,,"Burgers, American, Sandwiches",$$,29.38487,-98.40497,2525 South WW White Road, San Antonio, TX,78222
34961,17,Kosta's Greek Food,,,"Mediterranean, Greek, Vegetarian",$$,29.55451,-98.40113,12606 Nacogdoches Road, San Antonio, TX,78217
34962,16,Wasabi,4.6,74,"Sushi, Asian, Japanese",,29.5341352,-98.5634559,9921 I-10, San Antonio, TX,78230
34963,15,Kiku Garden,,,"Sushi, Asian, Japanese",$$,29.48276,-98.40193,4527 Goldfield, San Antonio, TX,78218
34964,12,Godai Sushi Bar &amp; Japanese Restaurant,4.6,77,"Japanese, Sushi, Rolls",$$,29.54176,-98.51405,11203 West Avenue, San Antonio, TX,78213
34966,6,Bubba Gump Shrimp Co (406 Navarro St),3.6,20,"Seafood, American, Southern, Healthy, Desserts",$,29.4253674,-98.4896078,406 Navarro St, San Antonio, TX,78205
34967,5,Mediterranean Turkish Grill,4.7,58,Mediterranean,$$,29.5161599,-98.4928404,8507 McCullough Ave, San Antonio, TX,78216
34968,3,Leeann Chin (11911 Crosswinds Way),,,"Asian, Chinese, Noodles, Rice Dishes",$,29.54784,-98.37637,11911 Crosswinds Way, San Antonio, TX,78233
34969,190,Sabor de México,,,"Mexican, Latin American, New Mexican, Breakfast and Brunch",$,29.491444,-98.43973,1367 Austin Hwy, San Antonio, TX,78209
34971,188,Southtown Barbacoa,4.7,19,"Mexican, Latin American",,29.40443,-98.49538,317 Probandt, San Antonio, TX,78204
34972,187,The Point Panaderia &amp; Cafe,4.8,13,"Breakfast and Brunch, Latin American, Asian",$$,29.527685,-98.393239,9735 N Interstate 35, San Antonio, TX,78233
34973,185,Tacos El Guero Loko LLC,4.7,65,"Mexican, Latin American, Tacos",,29.60227,-98.5083,17595 Blanco Road, San Antonio, TX,78232
34974,184,Rios Barbacoa,4.8,106,"Mexican, Latin American, New Mexican, BBQ",$,29.49005841,-98.59890447,5745 Evers Rd, San Antonio, TX,78238
34975,183,Tacos El Regio -  Nacogdoches,4.5,168,"Mexican, Latin American, New Mexican",$,29.5570533,-98.3994637,12757 Nacogdoches Road, San Antonio, TX,78217
34976,182,Sarah's Barbacoa,4.4,51,"Mexican, Latin American, New Mexican",$,29.56271,-98.60999,6330 De Zavala Rd, San Antonio, TX,78249
34977,181,Birria Barrio,4.7,121,"Mexican, Latin American, New Mexican, Tacos, Mac and Cheese",,29.394902,-98.481135,2710 South Presa Street, San Antonio, TX,78210
34979,178,The Burger Den (9550 I-10 West),4.6,53,"American, Burgers, Comfort Food, Vegetarian Friendly, Fast Food",$$,29.52913,-98.56125,9550 I-10 West, San Antonio, TX,78230
34980,179,Mi Rodeo,4.4,109,"Mexican, Latin American, New Mexican, Family Meals",$,29.3978669,-98.3868904,5310 Rigsby Ave, San Antonio, TX,78222
34981,175,Dona Tota (Southside),4.8,46,"Mexican, Latin American, New Mexican",,29.35102,-98.45993,2230 Southeast Military Drive #102, San Antonio, TX,78223
34982,173,Fusion Food,,,"Pizza, American, Italian",$,29.51575,-98.57114,8132 Fredericksburg Road, San Antonio, TX,78229
34984,171,Luciano's - South Park Mall,4.1,19,"Pizza, American, Italian, Wings, Pasta, Family Meals",$,29.355162,-98.52957,2310 S.W Military Dr Ste #107, San Antonio, TX,78224
34985,170,Delicious Tamales (1330 Culebra Rd.),4.5,16,"Mexican, Latin American, New Mexican",,29.44532,-98.53117,1330 Culebra Road, San Antonio, TX,78201
34986,169,Tejas Cafe,,,"Coffee and Tea, American, Breakfast and Brunch",$$,29.54967,-98.3758,12122 Oconnor Rd, San Antonio, TX,78233
34988,165,Tia's Taco Hut (Babcock Rd.),3.9,13,"Mexican, Latin American, New Mexican",$,29.52267,-98.59975,5730 Babcock Road, San Antonio, TX,78240
34989,163,4 Seasons Yogurt,5,25,"Ice Cream + Frozen Yogurt, Desserts, Comfort Food",$,29.6096729,-98.5114208,1207 Texas 1604 Access Rd, San Antonio, TX,78258
34990,161,K&amp;K Donuts,5,23,"American, Sandwiches, Dount, Breakfast and Brunch, Coffee and Tea",,29.579168,-98.586598,5138 UTSA Boulevard, San Antonio, TX,78249
34991,157,Birotes Tortas Ahogadas (West Martin),4.6,92,"Mexican, Latin American, New Mexican, Tacos, Tex Mex, Hot Dog, Burgers",$,29.43185,-98.52555,3004 West Martin Street, San Antonio, TX,78207
34992,156,Las Palapas (O’Connor),4.4,72,"Mexican, Latin American, Comfort Food",$,29.60113,-98.40509,4438 North Loop 1604 East, San Antonio, TX,78247
34993,155,Alamo Pizza &amp; Wings,4.5,53,"Pizza, American, Italian",,29.38572,-98.53274,3938 S Zarzamora St, San Antonio, TX,78225
34994,154,La Unica Birotes Restaurant (Goliad),4.3,59,"Mexican, Latin American, Tex Mex, Tacos, Tamale, Burgers, Breakfast and Brunch, Hot Dog",,29.35694,-98.43363,2622 Goliad Rd., San Antonio, TX,78223
34997,146,Tink-A-Tako (2511 SE Military Dr),4.3,63,"Mexican, Latin American",$,29.3529388,-98.4531714,2511 SE Military Dr, San Antonio, TX,78223
34998,145,Sandwich De Paris,4.9,11,"Sandwiches, American, Healthy",$$,29.5008065,-98.5765238,7220 Louis Pasteur Drive, San Antonio, TX,78229
34999,143,Pan &amp; Coffee,4.9,67,"Coffee and Tea, American, Breakfast and Brunch",,29.63223,-98.49502,19298 Stone Oak Parkway, San Antonio, TX,78258
35000,138,Los Generales (16216 Nacogdoches Road),4.6,49,"Mexican, Soup, Breakfast and Brunch, Latin American, New Mexican, Asado, Steak, Chicken, Soup, Burritos, Tacos, Tex Mex, American",$,29.58765,-98.35842,16216 Nacogdoches Road, San Antonio, TX,78247
35001,137,Goombas Pizzeria,4.6,45,"American, Pizza",$,29.4930549,-98.5518653,4522 Fredericksburg Rd, San Antonio, TX,78201
35002,133,El ranchero mexican restaurant,4.7,30,"Mexican, Latin American, New Mexican, Exclusive to Eats",$,29.688202,-98.47651,26180 Canyon Golf Road, San Antonio, TX,78260
35003,130,Ay Chiwawa (1604 E),4.7,66,"Mexican, New Mexican, Latin American",,29.610222,-98.469448,1615 N Loop 1604 E, San Antonio, TX,78232
35004,129,Paul's Pizza Roma,4.1,39,"Italian, Salads, Pasta, Healthy",$$,29.502044,-98.5601247,5137 Fredericksburg Rd, San Antonio, TX,78229
35005,127,Vida Mia Mexican Cuisine,4.8,44,"Mexican, Latin American, New Mexican",$,29.625677,-98.49585,19141 Stone Oak Parkway #803, San Antonio, TX,78258
35006,126,Cazadores Mexican Restaurant,4.8,34,"Mexican, Latin American, New Mexican, Tacos, Burritos, Soup, Seafood, Tex Mex",$,29.48494,-98.43101,927 Rittiman Rd, San Antonio, TX,78209
35007,124, Las Adelitas El Pacifico,4.7,13,"Mexican, Latin American, New Mexican, South American, Fish and Chips, Seafood, Burritos, Tacos, Tex Mex, Soup",$,29.56656,-98.38627,13860 Nacogdoches Road, San Antonio, TX,78217
35008,123,Con Huevos Tacos,4.7,48,"Mexican, Latin American, New Mexican",$,29.4253145,-98.4719507,1629 E Houston St, San Antonio, TX,78202
35009,122,Urban Bricks Pizza (19141 Stone Oak Pkwy Suite 101),4.3,86,"Pizza, American, Italian",$$,29.62472,-98.49592,19141 Stone Oak Parkway, San Antonio, TX,78258
35010,119,Demo's Greek Food (Stone Oak),4.8,139,"Sandwiches, American, Healthy, Greek, Mediterranean",$,29.60918,-98.51074,1205 N Loop 1604 W., San Antonio, TX,78258
35013,116,Tommy's (Wurzbach Parkway),4.6,126,"Mexican, Latin American, New Mexican",$,29.5574,-98.51863,938 Wurzbach Parkway #109, San Antonio, TX,78231
35014,115,El Taco De Jalisco,4.5,89,"Mexican, Latin American, New Mexican",,29.515208,-98.53547,4407 Vance Jackson Rd, San Antonio, TX,78230
35015,114,Susana's Mexican Restaurant &amp; Catering,4.8,23,"Mexican, Latin American, New Mexican",$,29.4008784,-98.5306673,2223 S Zarzamora St, San Antonio, TX,78207
35016,113,IHOP (17242 Autry Road),4,32,"American, Comfort Food",$,29.59854,-98.4213,17242 Autry Pond Road, San Antonio, TX,78247
35017,112,Rami's Pizza,4.5,35,"Pizza, American, Italian",,29.54498,-98.41191,4189 Naco Perrin Blvd, San Antonio, TX,78217
35018,111,Eddie's Taco House,4.6,151,"Mexican, New Mexican, Latin American, Tex Mex, Local Specialities",$,29.4106482,-98.5058014,402 W Cevallos, San Antonio, TX,78204
35019,110,Tommy's Restaurant (Silicon Dr),4.9,150,"Mexican, Latin American, New Mexican",$,29.56567,-98.59349,12830 Silicon Dr., San Antonio, TX,78249
35020,109,LISA'S MEXICAN RESTAURANT,4.4,44,"Mexican, Latin American, New Mexican",$,29.4559245,-98.5543323,815 Bandera Rd, San Antonio, TX,78228
35021,108,Pizza Italia,4.6,58,"Pizza, American, Italian, Wings",$,29.5754934,-98.4392544,3023 Thousand Oaks Dr #101, San Antonio, TX,78247
35022,107,Macs &amp; Stacks (La Cantera),4.2,40,"American, Burgers, Comfort Food, Pasta, Sandwich",$$,29.5932,-98.61091,15900 La Cantera Parkway, San Antonio, TX,78256
35023,105,Tia's Taco Hut (Blanco Rd.),4.6,17,"Mexican, Latin American, New Mexican",$,29.52385,-98.50412,7214 Blanco Road, San Antonio, TX,78216
35024,106,Goomba’s pizzeria,4.7,117,"Pizza, American, Italian",,29.52398,-98.504706,7216 Blanco Road, San Antonio, TX,78216
35025,104,Bad-Ass Breakfast Burritos (Stone Oak),4.5,83,"Burgers, American, Sandwiches",$,29.64938,-98.45163,20907 Stone Oak Parkway, San Antonio, TX,78258
35026,103,Embers Wood Fire Grill &amp; Bar,4.9,21,"Burgers, American, Sandwiches",$$,29.5313334,-98.5638968,9818 I-10, San Antonio, TX,78240
35027,102,El Taco Grill (Huebner Rd ),4.6,200,"Mexican, American",$,29.6224103,-98.5125804,19211 Huebner Rd, San Antonio, TX,78258
35028,101,Tommy's Restaurant (Medical Center),4.7,200,"Mexican, Latin American, New Mexican",$,29.52513,-98.56865,8823 Wurzbach Rd, San Antonio, TX,78240
35029,96,Frontier Burger,,,"Breakfast and Brunch, American, Sandwiches",$$,29.51591,-98.46262,838 NE Lp 410, San Antonio, TX,78209
35031,100,La Coronela Mexican Restaurant,4.7,28,"Mexican, Latin American, New Mexican, Family Meals",$,29.4214191,-98.4615301,201 N New Braunfels Ave, San Antonio, TX,78202
35034,91,Mark's Outing,4.5,26,"Burgers, American, Sandwiches, Seafood, Bar Food, Cafe, Wings",$,29.419647,-98.470772,1624 E Commerce St, San Antonio, TX,78205
35035,90,Tacos Chagos,4.5,64,"Mexican, Latin American, New Mexican",$,29.547888,-98.4103563,11827 Perrin Beitel Road, San Antonio, TX,78217
35036,89,Tommy's Restaurant (IH35 &amp; Nogalitos),4.7,200,"Mexican, Breakfast and Brunch, Tacos",$,29.40149,-98.51124,1205 Nogalitos, San Antonio, TX,78204
35038,86,The Hut Diner,4.7,16,"American, Diner",$,29.459837,-98.521047,1610 Fredericksburg Rd, San Antonio, TX,78201
35039,85,Doña Tota (Northside),4.5,42,"Mexican, Latin American",$,29.5097885,-98.4997349,7053 San Pedro Ave, San Antonio, TX,78216
35040,84,Cicis Pizza (6900 San Pedro Ave),,,"pizza, American, Sandwiches",$,29.50606,-98.49858,6900 San Pedro Avenue, San Antonio, TX,78216
35041,83,Rolando's Super Tacos No 1,4.4,200,"Mexican, Latin American, New Mexican",$,29.466758,-98.508629,919 West Hildebrand Avenue, San Antonio, TX,78201
35042,81,Boss Bagels,4.7,91,"Breakfast and Brunch, American, Sandwiches",$,29.48965,-98.45912,6458 N New Braunfels Ave, San Antonio, TX,78209
35043,79,Blanco BBQ,4.6,200,"Burgers, American, Sandwiches, BBQ, Family Meals",$$,29.5652696,-98.5207704,13259 Blanco Rd, San Antonio, TX,78216
35045,75,Which Wich (13429 San Pedro),4.5,51,"American, Sandwich",$,29.5650853,-98.4840428,13429 San Pedro Ave, San Antonio, TX,78216
35046,80,Tommy's Restaurant (San Pedro),4.6,149,"Mexican, Latin American, New Mexican, Tacos, Breakfast and Brunch",$,29.49739,-98.49865,6510 San Pedro Ave, San Antonio, TX,78216
35048,72,Tip Top Cafe,4.5,43,"American, Seafood",$$,29.470117,-98.531185,2814 Fredericksburg Rd, San Antonio, TX,78201
35049,73,Buffalo Wild Wings GO (508 Chestnut St),4.8,26,"Burgers, American, Sandwiches, Wings, Chicken, Fast Food",$,29.42669,-98.47906,508 Chestnut, San Antonio, TX,78202
35050,70,El Paraiso De Jalisco #2 ,4.5,74,"Mexican, Latin American, New Mexican",,29.56219,-98.38224,13550 O'Connor Road, San Antonio, TX,78233
35051,69,Barbecue Station,,,"BBQ, American, Burgers",$$,29.51496461,-98.43940803,1610 Northeast Interstate 410 Loop, San Antonio, TX,78209
35052,68,Firehouse Subs (The Colonnade III),4.4,39,American,$,29.5359586,-98.565733,9961 Interstate 10 Frontage Rd, San Antonio, TX,78230
35053,67,Maple Street Biscuit Company (Quarry Village),4.7,50,"American, Breakfast &amp; Brunch, Comfort Food",$$,29.49533,-98.47913,290 East Basse Road, San Antonio, TX,78209
35054,64,Marco's Pizza (5203 Eisenhauer Rd),4.6,160,"Pizza, American, Italian",$,29.4973,-98.3837,5203 Eisenhauer Rd, San Antonio, TX,78260
35056,62,Las Palapas (4802 Walzem Road),4.4,56,"Black-owned, Mexican, Latin American, New Mexican, Family Meals",$,29.5098288,-98.3967802,4802 Walzem Road, San Antonio, TX,78218
35057,61,Big'z Burger Joint,4.7,34,"Burgers, American, Sandwiches",$,29.6069486,-98.5290337,2303 N Loop 1604 W, San Antonio, TX,78258
35058,59,Little Jamaica Foods Bar &amp; Grill,4.4,75,"Caribbean, Seafood, Latin American",,29.51017,-98.38168,5490 Walzem Rd, San Antonio, TX,78218
35060,57,Dog Haus Biergarten – Stone Oak ,4.6,78,"Burgers, American, Hot Dog",,29.64938,-98.45163,20907 Stone Oak Parkway, San Antonio, TX,78258
35061,54,Shake Shack (Park North),4.7,200,"American, Burgers",$,29.5173826,-98.4998416,7411 San Pedro Avenue, San Antonio, TX,78216
35062,53,Chicago Hot Dogs,4.8,36,"American, Burgers, Sandwiches",,29.55821762,-98.46170794,12914 Jones Maltsberger, San Antonio, TX,78247
35063,50,Dignowity Meats On Houston Street,4.7,84,American,$,29.4252977,-98.4715268,1701 E Houston St, San Antonio, TX,78202
35064,48,Lennys Grill &amp; Subs (17910 Bulverde Road),4.7,68,American,$,29.6039365,-98.4185054,17910 Bulverde Rd, San Antonio, TX,78259
35065,47,Raising Cane's Chicken Fingers  (8402 Broadway St.),4.8,194,"Comfort Food, American, Chicken",$$,29.515244,-98.46498,8402 Broadway, San Antonio, TX,78209
35066,44,Babe's Old Fashioned Food (Fredericksburg Rd.),4.3,91,"American, Family Meals",$,29.4904493,-98.552062,4535 Fredericksburg Rd, San Antonio, TX,78201
35067,43,Golden Chick (4110 N Foster Rd),4.5,67,"Fast Food, Wings, American, Family Meals",$,29.46779,-98.35916,4110 N FOSTER RD, San Antonio, TX,78244
35069,37,Wendy's  (11919 PERRIN-BEITEL),4.3,70,"American, Burgers, Fast Food",$,29.548904,-98.408904,11919 PERRIN-BEITEL, SAN ANTONIO, TX,78217
35070,36,Dairy Queen (9726 Perrin Beitel),4.2,102,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American",$,29.528778,-98.41062,9726 Perrin Beitel, San Antonio, TX,78217
35071,35,BJ's Restaurant &amp; Brewhouse (San Antonio #480),4.4,190,"American, Burgers, Pizza, Family Meals",$$,29.6495,-98.4486,22410 Highway 281 North, San Antonio, TX,78259
35072,33,Bill Miller Bar B Q -5113 WALZEM RD,4.1,69,"BBQ, American, Comfort Food, Family Meals",$$,29.5107239,-98.3885256,5113 Walzem Road, San Antonio, TX,78239
35073,31,Al Carbon Pollos Asados,4.8,129,"Mexican, Latin American, New Mexican",$,29.5673359,-98.386617,13835 Nacogdoches Rd, San Antonio, TX,78217
35077,27,Jersey Mike's Subs (999 Ease Basse Road),4.9,160,"Sandwich, American, Comfort Food",$,29.49797,-98.4686,999 East Basse Road, San Antonio, TX,78209
35079,25,KFC (8727 Perrin Beitel),4.6,50,"American, Chicken, Comfort Food",$,29.5192,-98.41148,8727 Perrin Beitel, San Antonio, TX,78217
35080,24,Cheesy Jane's,4.3,40,"Burgers, American, Hot Dog, Salads, Sandwiches, Comfort Food, Ice Cream",,29.46506,-98.46378,4200 Broadway St, San Antonio, TX,78209
35081,20,Bush's Chicken (Nacogdoches),4.6,195,"Fast Food, American, Family Meals, Family Friendly",$,29.5655293,-98.3890692,13603 Nacogdoches Rd, San Antonio, TX,78217
35082,23,Subway #35145 ,,,"Fast Food, Sandwich, American",$,29.5465,-98.3658,11726 I-35 North, San Antonio, TX,78233
35083,19,Jack in the Box (859) 11615 N. Ih 35,3.8,135,"American, burger, Fast Food",$,29.5468462,-98.3682173,11615 N. Ih 35, San Antonio, TX,78233
35084,18,Long John Silver's (5430 Walzem Rd),4.5,100,"Seafood, American, Family Meals, Fish and Chips, Chicken",$,29.5099521,-98.3822806,5430 Walzem Road, San Antonio, TX,78218
35086,14,Sonic (11725 O'Connor Rd.),4.5,18,"Burgers, Sandwich, American, Fast Food, burger, Hot Dog, American, Sandwiches",$$,29.54777,-98.3711,11725 O'Connor Rd., San Antonio, TX,78233
35087,15,Burger King (4618 Rittiman Road),4,31,"American, burger, Fast Food, Family Meals",$,29.483627,-98.401191,4618 Rittiman Road, San Antonio, TX,78218
35092,6,Cracker Barrel Old Country Store (6330 N Interstate 35),4.4,200,"Burgers, American, Sandwiches, Family Meals",$,29.4863122,-98.4012565,6330 N Interstate 35, San Antonio, TX,78218
35096,193,Sop’s kitchen ,,,"Chinese: Other, Asian",,29.47638,-98.35937,5418 North Foster Road, San Antonio, TX,78244
35097,192,B&amp;D Ice House,,,"American, BBQ",$$,29.4139357,-98.4906558,1004 S Alamo St, San Antonio, TX,78210
35099,189,Killer Kebob (5713 Evers Rd),,,"Middle Eastern, Mediterranean, Falafel, Sandwiches, Halal",$,29.48953,-98.59832,5713 Evers Rd, San Antonio, TX,78238
35100,188,Mora Mediterranean Grill,,,"Middle Eastern, Mediterranean, Comfort Food, Vegan, Vegan Friendly",,29.52086,-98.57302,8620 Fredericksburg Road, San Antonio, TX,78240
35101,187,Dos Amigos,,,"Mexican, Steak, Kids Friendly",$,29.3628769,-98.5036429,1900 Pleasanton Road, San Antonio, TX,78214
35103,185,Figlios Pizzeria and Ristorante,,,"Italian, Pasta, Comfort Food, Salads, Sandwich, Pasta, Wings, Kids Friendly, Healthy, Family Friendly",$,29.61499,-98.315,18816 Fm 2252, San Antonio, TX,78266
35104,184,Chismosa’s Cantina y Comida Texicana,,,"Mexican, Tacos, Kids Friendly",,29.57324,-98.51631,14355 Blanco Road, San Antonio, TX,78216
35105,183,La Siberia Mexicana Inc,,,"Mexican, Vegetarian Friendly",,29.471339,-98.532403,3018 Fredericksburg Rd, San Antonio, TX,78201
35106,182,El Ceviche De Waldito,,,"Vegetarian, Mexican, Chicken, Peruvian, Kids Friendly, Healthy, Seafood, Rice-bowls, Especialidades, Seafood",$,29.4876638,-98.5968946,5526 Evers Rd, San Antonio, TX,78238
35107,181,46th St. Pizza,,,"Pizza, American, Italian, Comfort Food, Burgers, Wings, Pasta, Salads, Kids Friendly, Healthy, Exclusive to Eats",$,29.648874,-98.425402,22250 Bulverde Rd, San Antonio, TX,78259
35108,180,La Puntada Restaurant,,,"Mexican, Latin American, Salads, Kids Friendly, Healthy",$,29.3832045,-98.4561565,117 Goliad Rd, San Antonio, TX,78223
35109,178,Iron Cactus (San Antonio),,,"Mexican, Gluten Free Friendly",$$,29.4250333,-98.4909928,200 River Walk St #100, San Antonio, TX,78205
35110,177,Acenar Mexican Restaurant ,,,"Mexican, Breakfast and Brunch, Kids Friendly",$$,29.4263024,-98.4918378,146 E Houston St, San Antonio, TX,78205
35111,176,La Chiquita Paleteria Y Neveria,,,"American, Desserts, Kids Friendly",$,29.5015091,-98.4988548,6726 San Pedro Ave, San Antonio, TX,78216
35112,175,Bok Choy,,,"Kids Friendly, Asian, Asian Fusion",$,29.474074,-98.4622363,5130 Broadway St, San Antonio, TX,78209
35114,172,CHIN'S CHINESE KITCHEN,4.6,200,"Chinese, Asian, Asian Fusion, Kids Friendly, Local Specialities",$,29.4893384,-98.5992307,5764 Evers Rd, San Antonio, TX,78238
