id,position,name,score,ratings,category,price_range,lat,lng,address,city,state,zip_code
35263,63,Snack Attack - Nacogdoches Rd (Powered by Lula),,,"Convenience, Snacks, Everyday Essentials, Alcohol",$,29.55281,-98.40397,12434 Nacogdoches Road, San Antonio, TX,78217
35264,62,Claude Hopper's,,,"Pizza, Chicken, Comfort Food, Alcohol",$,29.6207142,-98.5113752,19178 Blanco Rd, San Antonio, TX,78258
35265,60,Willie's Grill &amp; Icehouse (San Pedro),4.6,156,"Traditional American, American, Family Friendly, Wings, Alcohol",$,29.5863955,-98.475892,15801 San Pedro Ave, San Antonio, TX,78232
35266,59,Arrow Sub Shop (427 Lombrano Street),,,"Sandwiches, American, Alcohol",$$,29.44194688,-98.51041451,427 Lombrano street, San Antonio, TX,78207
35267,58,"Tikka Taj (10222 Huebner Rd,)",,,"Indian, Vegetarian, Asian, Alcohol",$,29.53875,-98.58462,10222 Huebner Rd, San Antonio, TX,78240
35268,57,August (427 Lombrano St),,,"Healthy, Grocery, Alcohol",$,29.44191,-98.51055,427 Lombrano St, San Antonio, TX,78207
35269,56,Curry Home (10222 Huebner Rd),,,"Indian, Vegetarian, Asian, Alcohol",$,29.53875,-98.58462,10222 Huebner Rd, San Antonio, TX,78240
35270,55,Hot Kurry (10222 Huebner Rd),,,"Indian, Vegetarian, Asian, Alcohol",$,29.53875,-98.58462,10222 Huebner Rd, San Antonio, TX,78240
35272,53,Hunt Brothers Pizza - Nacogdoches Rd,4.4,26,"Pizza, Wings, Convenience, Alcohol, Everyday Essentials",,29.55285,-98.4039,12434 Nacogdoches Road, San Antonio, TX,78217
35273,52,FREAKING GOOD PIZZA,,,"Italian, Pizza, Alcohol",$,29.54725,-98.50645,824 Afterglow St, San Antonio, TX,78216
35274,50,"Roti Roll (10222 Huebner Rd,)",,,"Sushi, Asian, Japanese, Alcohol",$,29.53875,-98.58462,10222 Huebner Rd, San Antonio, TX,78240
35275,49,Albi's Vite Italian Kitchen,4.6,200,"Italian, Pasta, Pizza, Alcohol, Group Friendly, Sandwiches, Gluten Free Friendly, Vegetarian Friendly, Soup, Salads, Chicken, Seafood, Steak, Desserts",,29.48899,-98.58508,4979 Northwest Loop 410, San Antonio, TX,78229
35276,48,Hearthstone Bakery Cafe &amp; Event Center,4.8,24,"American, Breakfast and Brunch, Desserts, Alcohol",$,29.50597,-98.43413,3920 Harry Wurzbach Road, San Antonio, TX,78218
35277,47,Blazin' Bamboo (17700 San Pedro Avenue Ste 430),,,"Asian, Chinese, Alcohol",$$,29.60183,-98.46861,17700 San Pedro Avenue Ste 430, San Antonio, TX,78232
35278,45,Bakudan Ramen,4.8,200,"Ramen, Japanese, Comfort Food, Alcohol, Wine",$,29.6101691,-98.5982357,17619 La Cantera Pkwy 208, San Antonio, TX,78257
35279,46,Pasta Glory (824 Afterglow St),3.8,19,"Italian, Pasta, Alcohol",$,29.54725,-98.50645,824 Afterglow St, San Antonio, TX,78216
35280,43,Ilsong Garden,4.8,195,"Korean, Asian, BBQ, Soup, Desserts, Vegetarian Friendly, Vegetarian, Fish &amp; Seafood, Stir​ Fried, Local Specialities, Alcohol",$,29.5187449,-98.507876,6905 Blanco Rd, San Antonio, TX,78216
35281,42,Pimp my Pasta (824 Afterglow St),3.9,28,"Italian, Pasta, Alcohol",$,29.54725,-98.50645,824 Afterglow St, San Antonio, TX,78216
35283,40,Fleming’s Prime Steakhouse &amp; Wine Bar (San Antonio),4.6,45,"Steak, Salads, Family Meals, Burgers, Healthy, American, Sandwiches, Seafood, Alcohol",$$$,29.4952727,-98.479772,255 East Basse Rd., San Antonio, TX,78209
35284,39,Ichiban Steak &amp; Asian Fusion,4.7,171,"Japanese, Asian, Noodles, Family Meals, Alcohol, Rice Dishes, Japanese Style curry, Soup, Salads, Vegetarian, Vegetarian Friendly, Ramen, Sushi, Healthy",$,29.519968,-98.6043547,8601 Huebner Rd, San Antonio, TX,78240
35285,38,Eddie's Taco House(3755 Thousand Oaks Dr),4.5,200,"Mexican, Latin American, New Mexican, Group Friendly, Tex Mex, Local Specialities",$,29.5627437,-98.42289231,3755 Thousand Oaks Dr, San Antonio, TX,78247
35286,37,Cured,,,"American, Allergy Friendly, Alcohol",$$,29.4419648,-98.4798832,306 Pearl Pkwy, San Antonio, TX,78215
35287,36,Brick House Tavern + Tap (1011 N Loop 1604 E),4.4,20,"American, Traditional American, Burgers, Alcohol",$$,29.6111237,-98.4777959,1011 N Loop 1604 E, San Antonio, TX,78232
35288,35,Cerveceria Chapultepec (Elimira),,,"Mexican, Latin American, New Mexican, Alcohol",$,29.44079,-98.48554,906 East Elmira Street, San Antonio, TX,78212
35289,33,Velvet Taco (Rim Crossing),4.7,120,"Gourmet, Gluten Free Friendly, Vegetarian Friendly, Tacos, New American, New Mexican, Alcohol",$,29.59194,-98.59316,5515 N Loop 1604 W #105, San Antonio, TX,78257
35290,31,Hooters (San Pedro Ave &amp; Embassy Oaks),4.6,149,"American, Bar Food, Wings, Chicken, Burgers, Alcohol",$$,29.5616031,-98.4842684,13131 San Pedro Ave, San Antonio, TX,78216
35291,29,Wild Peckers San Antonio,4.4,91,"American, Wings, Chicken, Alcohol",$,29.48057,-98.60623,5809 Northwest Loop 410, San Antonio, TX,78238
35292,28,Formosa Garden,4.6,200,"Chinese, Asian, Family Meals, Alcohol",$,29.5170115,-98.4580155,1011 NE Interstate 410 Loop, San Antonio, TX,78209
35293,25,Velvet Taco (The Pearl),4.7,123,"Mexican, Tacos, Burritos, Alcohol",$,29.44479,-98.48172,103 W. Grayson Street, San Antonio, TX,78212
35294,23,Saltgrass (60 North East loop 410),4.6,74,"Seafood, American, Southern, Healthy, Desserts, Alcohol",$$,29.5195901,-98.4896342,60 North East loop 410, San Antonio, TX,78216
35295,21,Thrifty Liquors,5,17,"Alcohol, Drinks, Wine",$,29.5725,-98.54672,14602 Huebner Road, San Antonio, TX,78230
35296,20,Boulevard Spirits,,,"Alcohol, Drinks, Wine",$,29.5355254,-98.3764422,5715 Randolph Boulevard, San Antonio, TX,78233
35298,6,Thrifty Liquor,4.9,19,"Alcohol, Liquor Stores, Drinks, Wine",$,29.59521,-98.42175,17026 Bulverde Rd, San Antonio, TX,78247
35301,103,Zero Degrees - NE San Antonio,,,"Juice and Smoothies, Healthy, Coffee and Tea, Family Meals",$,29.6052675,-98.4177121,18010 Bulverde Rd, San Antonio, TX,78259
35302,102,Los Cocos Fruteria Y Taqueria,,,"Juice and Smoothies, Breakfast and Brunch, Vegetarian, Seafood",,29.467053,-98.567306,1502 Bandera Rd, San Antonio, TX,78228
35303,101,I'll Have A Smoothie: Fresh Drinks &amp; Smoothies,,,"Coffee and Tea, American, Breakfast and Brunch",,29.57344,-98.51611,14375 Blanco Road, San Antonio, TX,78248
35304,100,Flush Juicery,,,"Juice &amp; Smoothies, American, Snacks",,29.57875,-98.47698,15060 San Pedro Avenue, San Antonio, TX,78232
35305,99,Canyon Cup (427 Lombrano St),,,"Healthy, Comfort Food, American",$$,29.44191,-98.51055,427 Lombrano St, San Antonio, TX,78207
35306,98,Vanessa's Mexican Food,,,"Mexican, Breakfast and Brunch, Comfort Food",,29.4446477,-98.4947699,1621 N Main Ave, San Antonio, TX,78212
35307,97,Pops Ice Cream Sweet and Treats,,,Desserts,$,29.4931524,-98.5521205,4522 Fredericksburg Rd, San Antonio, TX,78201
35309,95,The Good Kind Southtown,,,"Sandwiches, American, Healthy",$,29.411854,-98.4885926,1127 South St. Mary’s, San Antonio, TX,78210
35310,91,Marble Slab Creamery (Ingram Park),,,"Ice Cream + Frozen Yogurt, Desserts",$,29.4689832,-98.621558,6301 NW Loop 410, San Antonio, TX,78238
35311,93,Juice Joint,,,"Juice and Smoothies, Drinks",,29.55056,-98.54119,11858 Wurzbach Rd, San Antonio, TX,78230
35312,90,Zero Degrees - San Antonio,,,"Juice and Smoothies, Chicken, Coffee and Tea, Family Meals",$$,29.5187739,-98.5078009,6903 Blanco Rd, San Antonio, TX,78216
35313,89,Las Nieves Fruit Cups &amp; More,4.5,54,"Mexican, Desserts, Comfort Food",,29.466178,-98.512659,1118 W Hildebrand Ave Ste 101, san antonio, TX,78201
35314,88,Bobalicious Wi-fi Cafe,4.9,36,"American, Juice and Smoothies, Bubble Tea, Desserts, Snacks, Comfort Food, Allergy Friendly",,29.4897,-98.58542,4961 Northwest Loop 410, San Antonio, TX,78229
35315,87,Namaste chill and grill,,,"Vegetarian, Plant Based, Gluten Free, Allergy Friendly, Vegan",,29.547845,-98.376367,11911 Crosswinds Way, San Antonio, TX,78233
35316,86,Arctic Ape Wild Desserts,5,28,"Desserts, Juice and Smoothies, Vegan, Allergy Friendly, Ice Cream + Frozen Yogurt",$,29.5111386,-98.3870691,5221 Walzem Rd, San Antonio, TX,78218
35318,82,Jamba (290 E. Basse Rd. #A),,,"Juice and Smoothies, Breakfast and Brunch, Vegetarian",$,29.49533,-98.47913,290 E. Basse Rd. #A, San Antonio, TX,78209
35319,84,Claude's Kitchen Creole &amp; Cajun Cuisine (427 Lombrano Street),,,"Cajun, American, Comfort Food, Allergy Friendly",$,29.44191,-98.51055,427 Lombrano Street, San Antonio, TX,78207
35320,83,Farenheit 32,,,"American, Sandwich, Salads",$,29.49697,-98.5353683,2527 Vance Jackson Rd, San Antonio, TX,78213
35321,81,Chipper Chiqn (Nacogdoches St),,,"Vegetarian, Vegan, Healthy",,29.51844,-98.45009,2501 Nacogdoches Road, San Antonio, TX,78217
35322,79,Pure Juice (Stone Oak),,,"Juice and Smoothies, American, Asian",$$,29.641928,-98.4548143,21019 US-281 #840, San Antonio, TX,78258
35323,78,My Juice Life ,,,"Juice and Smoothies, Breakfast and Brunch, Vegetarian, Healthy",$,29.413065,-98.4876581,812 S Presa St, San Antonio, TX,78210
35324,69,La Che y Dos Hermanos ,,,"Empanada, Coffee and Tea, Mexican, Breakfast and Brunch",,29.45047,-98.51179,106 Michigan Avenue, San Antonio, TX,78201
35325,68,Thundercloud Subs (1901 Nacogdoches),,,"American, Burgers, Sandwiches",$$,29.506042,-98.458848,1901 Nacogdoches Road, San Antonio, TX,78209
35327,65,LA Crawfish (Castle Hills),,,"Comfort Food, Caribbean, Cajun",$$,29.52171895,-98.49362721,25 NE Loop 410, San Antonio, TX,78216
35329,61,D&amp;B Liquor,4.8,17,"Alcohol, Drinks, Liquor Stores, Wine",$,29.56724,-98.38561,13912 Nacogdoches Rd, San Antonio, TX,78233
35330,58,Grill N Shout BBQ,,,"BBQ, American, Cajun",$,29.5966045,-98.3510486,6909 N Loop 1604 E #2065, San Antonio, TX,78266
35331,56,Mochinut (DeZavala),5,40,"Bubble Tea, Desserts, American",,29.56402,-98.58681,5222 De Zavala Rd #328, San Antonio, TX,78249
35332,55,Tony G's Soul Food,,,"Cajun, Seafood, Chicken",,29.37532,-98.41929,3857 East Southcross, San Antonio, TX,78222
35333,54,Orderup,4.7,47,"Tacos, Burgers, Breakfast and Brunch",$$,29.49797,-98.4686,999 East Basse Road, San Antonio, TX,78209
35334,53,Subway (10811 Perrin Beitel),4.3,15,"Fast Food, Sandwich, American",$,29.5392341,-98.4114055,10811 Perrin Beitel, San Antonio, TX,78217
35335,52,Wings &amp; Things (SAT02-1),3.7,25,"American, Wings, Chicken",$,29.5756,-98.41869,14730 Bulverde Road, San Antonio, TX,78247
35336,51,Premium Matcha Cafe Maiko,,,"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts",$$,29.52267,-98.50644,7115 Blanco Road, San Antonio, TX,78216
35337,49,Sat Asian seafood,4.5,64,"Seafood, American, Southern, Cajun, Family Meals, Chinese",$,29.4827857,-98.4025333,6000 I-35, San Antonio, TX,78218
35338,48,Kokee Tea (North Star Mall）,5,15,"Asian, Desserts, Juice and Smoothies, Bubble Tea",$,29.5187575,-98.49638,7400 San Pedro Avenue, San Antonio, TX,78216
35340,46,Spill the Tea,4.8,36,"Desserts, Juice and Smoothies, Bubble Tea",,29.5632531,-98.48089227,13486 San Pedro Avenue, San Antonio, TX,78216
35341,45,Wicho's Mexican Deli,4.7,25,"Mexican, Burgers, Ice Cream + Frozen Yogurt",$,29.43887,-98.52548,1110 N Zarzamora, San Antonio, TX,78207
35346,39,Paciugo Gelato Cafe,4.8,29,"Desserts, Ice Cream + Frozen Yogurt",$,29.49637,-98.47854,340 East Basse Road, San Antonio, TX,78209
35347,38,Castle Coffee,4.6,28,"Coffee and Tea, American, Breakfast and Brunch",,29.429646,-98.482272,500 6th Street, San Antonio, TX,78215
35348,37,Soups &amp; Rolls,4.8,172,"Vietnamese, Noodles, Dumpling House",,29.44078,-98.46132,1815 N New Braunfels Ave, San antonio, TX,78208
35349,36,Jerusalem Grill (Loop 1604),4.7,200,"Middle Eastern, Mediterranean, Family Friendly, Family Meals",$,29.609673,-98.4957,203 N Loop 1604 W, San Antonio, TX,78258
35350,35,Shisha Cafe &amp; Kababchi Grill,4.8,165,"Mediterranean, Middle Eastern, Greek, Family Friendly, Group Friendly",$$,29.5167501,-98.5977344,5500 Babcock Rd, San Antonio, TX,78240
35351,33,Munchies Shakes Snacks &amp; More (N Loop),4.9,22,"Juice and Smoothies, Ice Cream + Frozen Yogurt",$,29.611029,-98.478966,923 North Loop 1604 East, San Antonio, TX,78232
35353,32,Capriotti's Sandwich shop (SAT02-1),4,47,"American, Sandwiches, Vegetarian",$,29.5756,-98.41869,14730 Bulverde Road, San Antonio, TX,78247
35355,30,Munchies Shakes Snacks &amp; More (UTSA),4.7,39,"Juice and Smoothies, Ice Cream + Frozen Yogurt, Desserts",$,29.572065,-98.597206,5602 W Hausman Rd, San Antonio, TX,78249
35356,28,First Watch (Blanco),4.8,152,"American, Breakfast and Brunch, Juice and Smoothies, Healthy, Family Friendly, Family Meals",$$,29.5182461,-98.5064232,830 Nw Loop 410, San Antonio, TX,78216
35357,27,Las Nieves Fruit Cups &amp; More (Thousand Oaks),4.8,19,"Desserts, Mexican, Comfort Food",,29.55062,-98.40886,4342 Thousand Oaks Drive, San Antonio, TX,78217
35359,25,Local Health Market,4.9,69,"Juice and Smoothies, Healthy, Breakfast and Brunch, Salads, Gluten Free",$$,29.592479,-98.52876,16535 Huebner Rd, San Antonio, TX,78248
35361,23,Roots Salad Kitchen,4.8,97,"Salads, Vegetarian, Coffee and Tea, Exclusive to Eats",,29.40632,-98.49346,403 Blue Star Ste 106, San Antonio, TX,78210
35362,21,"Smoothie King (1251 Austin Hwy, Suite 101)",4.6,56,"Juice and Smoothies, Drinks, Healthy",$$,29.48924,-98.44426,1251 Austin Hwy, San Antonio, TX,78209
35364,20,Juice Joint,4.8,44,"Healthy, Juice and Smoothies",$,29.4445478,-98.4944783,1621 N Main Ave, San Antonio, TX,78212
35365,15,Earth burger(Highway 281),4.6,17,"Burgers, Comfort Food, Desserts, Vegan Friendly, Vegetarian Friendly, Fast Food, Gluten Free, Kids Friendly, American, Healthy, Sandwiches, Ice Cream, Allergy Friendly",,29.639,-98.45758,20821 U.S. Highway 281 North #102, San Antonio, TX,78258
35366,14,Cositas Ricas - San Antonio,,,"Sandwiches, Juice and Smoothies, Comfort Food",$,29.497013,-98.535225,2527 Vance Jackson Road, San Antonio, TX,78213
35367,13,Fogo de Chao (San Antonio),4.6,32,"Steak, Brazilian",$$,29.4233969,-98.484431,849 E. Commerce St. #393, San Antonio, TX,78205
35368,12,Cafe Vida (Blanco),4.9,54,"Latin American, Mexican, Vegetarian, Family Meals, Healthy",$,29.62042,-98.51299,19179 Blanco Road, San Antonio, TX,78258
35370,10,Cafe Vida (Rogers Ranch),5,114,"Breakfast and Brunch, Healthy, Latin American, Family Meals",$,29.6044984,-98.5372048,2711 Treble Creek, San Antonio, TX,78258
35372,8,Starbucks (I-35 &amp; Walzem),4.6,90,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",$,29.5106127,-98.3949,4901 Walzem, San Antonio, TX,78218
35373,7,Fahrenheit32Sa,4.9,29,"Ice Cream + Frozen Yogurt, Desserts",$,29.497,-98.53529,2527 Vance Jackson Rd, San Antonio, TX,78213
35374,6,Revolucion Coffee and Juice @ the Rim,4.7,109,"Coffee and Tea, Vegan Friendly, Juice and Smoothies",,29.61115156,-98.59929152,5846 Worth Parkway, San Antonio, TX,78257
35375,5,Revolucion Coffee + Juice,4.9,59,"Juice and Smoothies, Coffee and Tea",$,29.426147,-98.489572,300 E Houston St, San Antonio, TX,78205
35376,3,Revolucion Coffee + Juice (Alamo Heights),4.8,158,"Coffee and Tea, Juice and Smoothies, Breakfast and Brunch",$$,29.5066425,-98.4669936,7959 Broadway St, San Antonio, TX,78209
35377,99,"UD Wings (21119 Hwy 281 south San Antonio, TX)",,,"Wings, American, Comfort Food",,29.6436,-98.45395,21119 U.S. 281, San Antonio, TX,78258
35378,2,"Bahama Buck's (7022 S New Braunfels Ave, Suite 1010)",4.6,24,"Desserts, Ice Cream &amp; Frozen Yogurt",$,29.3577561,-98.44817,7022 S New Braunfels Ave, San Antonio, TX,78223
35379,97,Taqueria Huentitan Jalisco,,,"Mexican, Latin American, New Mexican",$,29.46701,-98.52829,2318 Fredericksburg Rd, San Antonio, TX,78201
35380,98,Poblano's on the Plaza,,,"Mexican, Chicken, Tacos",,29.42456,-98.49345,115 Main Plaza, San Antonio, TX,78205
35383,94,Cafe Martinez,,,"Coffee and Tea, Breakfast and Brunch, Cafe",$,29.5020528,-98.5754674,7302 Louis Pasteur Dr, San Antonio, TX,78229
35384,93,Clear Light Coffee Co,,,"Coffee and Tea, Juice and Smoothies",,29.5561,-98.49757,12656 West Avenue, San Antonio, TX,78216
35386,92, Hawx Street Tacos Inside Ricky Bobby's,,,"Mexican, Chicken, Comfort Food, Exclusive to Eats",$,29.542763,-98.52754,2335 NW Military Hwy, San Antonio, TX,78231
35388,89,Star Mart,,,"Convenience, Everyday Essentials, Snacks, Home &amp; Personal Care, Family Meals",$,29.4395658,-98.534668,1537 Delgado Street, San Antonio, TX,78207
35389,88,Beer Central (Powered by Lula),,,"Convenience, Snacks, Everyday Essentials, Alcohol",$,29.55281,-98.40397,12434 Nacogdoches Road, San Antonio, TX,78217
35390,87,The Faktory Pizzeria,3.9,75,"Pizza, American, Italian",,29.43801,-98.54174,901 Northwest 24th Street, San Antonio, TX,78207
35391,86,Kirby's Steakhouse (San Antonio),,,"Steak, American, Seafood",$,29.61007,-98.48869,123 North Loop 1604 East, San Antonio, TX,78232
35392,85,De Jamaica Kitchens SA,4.6,61,"Caribbean, Jamaican, Comfort Food, Allergy Friendly",,29.45834,-98.32083,8669 Interstate 10 East, San Antonio, TX,78109
35393,84,Taqueria Hacienda Tapatia,4.5,115,"Mexican, Latin American, New Mexican",$,29.4883489,-98.4016194,6402 N Interstate 35, San Antonio, TX,78218
35394,82,Lion's Den Eatery,,,"Mediterranean, Sandwiches, Bowls",,29.4903,-98.59918,5755 Evers Road, San Antonio, TX,78238
35395,81,Morton's The Steakhouse  (300 E. Crockett Street),,,"Seafood, American, Southern, Healthy, Desserts, Alcohol",$,29.4246212,-98.4850314,300 E. Crockett Street, San Antonio, TX,78205
35396,83,​​​​​​​Leaf or Liquor,,,"Alcohol, Wine",$,29.480309,-98.362175,6394 Rittiman Rd, San Antonio, TX,78244
35397,80,Dashi,4.8,20,"Asian Fusion, Asian, Korean",,29.57909,-98.44236,2895 Thousand Oaks Drive, San Antonio, TX,78232
35399,78,Ito Ramen,4.6,118,"Asian, Noodles, Japanese",$,29.5736562,-98.5158931,14395 Blanco Rd, San Antonio, TX,78216
35400,77,McDonald's® (2402 E Southcross),4.3,200,"American, Fast Food, Burgers",$,29.3751633,-98.4563184,2402 E Southcross Blvd, San Antonio, TX,78223
35402,75,buybuy BABY (522 Northwest Loop 410 Suite 108),,,"Gift Store, Baby, Retail",$,29.51963,-98.50209,522 Northwest Loop 410, San Antonio, TX,78216
35403,74,Gabriel's Wine &amp; Spirits,5,20,"Alcohol, Drinks, Liquor Stores, Wine",$,29.46672,-98.50761,837 West Hildebrand Avenue, San Antonio, TX,78212
35405,72,Tealicious Cafe,,,"Coffee and Tea, American, Breakfast and Brunch",,29.66152,-98.43696,3111 TPC Parkway, San Antonio, TX,78259
35408,69,PRESS Coffee,,,"Coffee and Tea, American, Breakfast and Brunch",$$,29.46395,-98.46608,4035 Broadway, San Antonio, TX,78209
35409,68,Don's &amp; Ben's,4.9,13,"Alcohol, Liquor Stores, Drinks, Wine",$,29.5452213,-98.5108298,11525 West Ave, San Antonio, TX,78213
35410,67,D &amp; B Liquor,4.3,21,"Alcohol, Drinks, Wine, Liquor Stores",$,29.425245,-98.46355,501 Saint James, San Antonio, TX,78202
35411,66,Leaf and Liquor,4.5,14,"Alcohol, Liquor Stores, Drinks",,29.50981,-98.37176,5816 Walzem Road, San Antonio, TX,78218
35412,1,Playa Bowls (San Antonio),4.9,131,"American, Vegetarian, Drinks",$,29.65323,-98.44833,22706 HWY 281 N, San Antonio, TX,78258
35413,65,Me Latte,,,"Coffee and Tea, American, Breakfast and Brunch",,29.59584923,-98.50994155,16900 Blanco Road, San Antonio, TX,78232
35414,64,The Good Kind Southtown,,,"Salads, American, Vegetarian",,29.41183,-98.48848,1127 S St Mary’s St, San Antonio, TX,78215
35415,63,Seazar's,,,"Alcohol, Liquor Stores, Drinks, Wine",$,29.48874,-98.45879,6422 N New Braunfels Ave, San Antonio, TX,78209
35416,62,Don's &amp; Ben's,5,29,"Alcohol, Liquor Stores, Drinks, Wine",$,29.510084,-98.379819,5516 Walzem Rd, San Antonio, TX,78218
35417,61,D &amp; B Liquor,4.8,31,"Alcohol, Drinks, Liquor Stores, Wine",$,29.5180579,-98.4490981,2506 Nacogdoches Rd, San Antonio, TX,78217
35418,60,Picoso Grill,,,"Mexican, Latin American, New Mexican",$$,29.55229,-98.40472,12400 Nacogdoches Rd., San Antonio, TX,78217
35419,59,Don's &amp; Ben's,,,"Alcohol, Drinks, Wine",$,29.488732,-98.445606,1235 Austin Highway, San Antonio, TX,78209
35420,58,Taipei Restaurant,4.8,46,"Asian, Noodles, Salads, Healthy, Chinese, Beef Noodles, Seafood, Rice Dishes, Family Meals, Vegetarian Friendly",,29.61304,-98.49288,18802 Stone Oak Pkwy, San Antonio, TX,78258
35421,57,Lol Liquors - O’Connor &amp; 1604 ,4.9,15,"Alcohol, Liquor Stores, Allergy Friendly",,29.60111,-98.40541,4330 N Loop 1604 E Ste 106, San Antonio, TX,78247
35422,56,Kum &amp; Go,,,"Convenience, Everyday Essentials, Home &amp; Personal Care",$,29.43819,-98.54111,910 Northwest 24th Street, San Antonio, TX,78207
35423,55,Pho Hung Cuong Restaurant (W Interstate 10),4.7,190,"Vietnamese, Noodles, Healthy",$,29.56213489,-98.59283716,12730 W Interstate 10, San Antonio, TX,78249
35424,54,Don's &amp; Ben's,,,"Alcohol, Drinks, Liquor Stores, Wine",$,29.5520702,-98.405522,12332 Nacogdoches Rd, San Antonio, TX,78233
35425,53,El Kiosko San Antonio,,,"Ice Cream &amp; Frozen Yogurt, Desserts, Juice and Smoothies, Sandwich",$,29.3570646,-98.51506,1427 SW Military Dr, San Antonio, TX,78221
35426,52,ProFlowers (1501 HARRY WURZBACH RD),,,"Flowers, Gifts, Plants, Gift Store",$$,29.47514,-98.4359,1501 HARRY WURZBACH RD, SAN ANTONIO, TX,78209
35427,51,El rincon del taco los compadres,4,12,"Mexican, Latin American, Tacos",,29.49234,-98.52641,3333 West Avenue, San Antonio, TX,78213
35428,50,Al Madina Meat Market Grill &amp; Pizza,4.8,12,"Halal, Chicken, Middle Eastern",$,29.5277641,-98.5650746,9218 Wurzbach Rd, San Antonio, TX,78240
35429,49,Krispy Kreme (1117 N Loop 1604 E),4.8,61,"Desserts, Donuts, Snacks",$,29.6110376,-98.4770094,1117 N Loop 1604 E, San Antonio, TX,78232
35430,48,Mencius's Gourmet Hunan,4.7,107,"Seafood, Sushi, Rolls, Vegetarian, Vegetarian Friendly",,29.51194,-98.56833,7959 Fredericksburg Rd, San Antonio, TX,78229
35431,47,Beer Central - Nacogdoches Road,4.5,11,"Convenience, Black-owned, Everyday Essentials, Alcohol, Snacks",,29.55281,-98.40397,12434 Nacogdoches Road, San Antonio, TX,78217
35432,46,L&amp;L Hawaiian Barbecue (1302 Austin Highway),4.7,36,"Hawaiian, BBQ, Seafood",$,29.48953,-98.44182,1302 Austin Highway, San Antonio, TX,78209
35433,45,7-Eleven (7050 N Interstate 35),,,"Everyday Essentials, Convenience, Home &amp; Personal Care, Snacks, Pizza, American",$,29.49589,-98.39998,7050 N Interstate 35, San Antonio, TX,78218
35437,41,Don's &amp; Ben's Liquor,5,20,"Alcohol, Drinks, Liquor Stores, Wine",$,29.4838238,-98.34758,6251 Woodlake Pkwy Ste 101, San Antonio, TX,78244
35438,40,Medina's Mexican Grill,4.6,64,"Mexican, Latin American, New Mexican",$,29.3979,-98.5046317,2711 S Flores St, San Antonio, TX,78204
35439,39,Basil Mediterranean Kitchen (New),4.7,57,"Mediterranean, Salads, Sandwich, Pizza",,29.534784,-98.565121,9955 W Interstate 10, San Antonio, TX,78230
35440,38,PJ Fresh (1815 N Foster Road),4.8,13,"Burgers, American, Sandwiches",$,29.44617,-98.3615603,1815 N Foster Road, San Antonio, TX,78244
35441,37,Taco-Tex,4.2,32,"Mexican, Latin American, New Mexican",$$,29.57947,-98.476615,15104 San Pedro Avenue, San Antonio, TX,78232
35442,36,24th St. Pizzeria,4.1,89,"Pizza, Wings, Italian, Salads, Family Meals",$,29.43799,-98.54176,901 Northwest 24th Street, San Antonio, TX,78207
35443,35,Baskin-Robbins (6418 N. New Braunfels Ave),4.7,22,"Desserts, Ice Cream + Frozen Yogurt, Comfort Food",$,29.4886428,-98.4587858,6418 N. New Braunfels Ave, San Antonio, TX,78209
35444,34,"Curry Consortium (220 Broadway,)",4.5,54,"Indian, Pakistani, Healthy, Gluten Free, Vegan",$,29.42816,-98.48725,220 Broadway, San Antonio, TX,78205
35445,33,Taqueria Los Dos Laredos #5,4.5,120,"Mexican, Latin American, New Mexican",$,29.41527,-98.46097,414 S New Braunfels Ave., San Antonio, TX,78203
35446,32,Cicis Pizza (6900 San Pedro Ave),4.6,54,"Pizza, Wings, Comfort Food",$,29.50606,-98.49858,6900 San Pedro Ave Ste 155, San Antonio, TX,78216
35447,31,Kong’s Express,4.5,200,"Chinese, Group Friendly",$$,29.419302,-98.5281694,903 S Zarzamora St, San Antonio, TX,78207
35448,30,Honey Baked Ham (999 East Basse),,,"Sandwich, Family Meals",$,29.498996,-98.467015,999 East Basse, San Antonio, TX,78209
35449,29,Bushwood BBQ,4,23,"BBQ, Wings, Family Meals",$$,29.5665951,-98.4531923,13800 Jones Maltsberger Rd, San Antonio, TX,78247
35450,28,Taqueria Jalisco #15 LLC,4.5,200,"Mexican, Breakfast and Brunch, Comfort Food",$$,29.5192083,-98.5961109,5527 Babcock Rd, San Antonio, TX,78240
35451,27,Sunsun Chinese Restaurant,4.1,200,"Chinese: Other, Chinese, Asian",$$,29.5019239,-98.5602532,5137 Fredericksburg Rd, San Antonio, TX,78229
35452,26,Wings Out (San Antonio),4.2,15,"Wings, Chicken, American",$$,29.42395,-98.48488,849 East Commerce Street, San Antonio, TX,78205
35453,25,Bahia Bowls San Antonio,4.8,104,"Salads, Bowls, Drinks",,29.64637,-98.42591,22103 Bulverde Rd, San Antonio, TX,78259
35454,24,BOILER HOUSE TEXAS GRILL &amp; WINE GARDEN,,,"Steakhouse, Steak, American",$$$$,29.4431834,-98.4803507,312 Pearl Pkwy Bldg 3, San Antonio, TX,78215
35455,23,Econ Liquor,,,,,29.523152,-98.4105196,9124 Perrin Beitel Road, San Antonio, TX,
